0,0.235484,0,0,0.103587186,0,0,0.05,0,0.067842232,0.512820513,0.146160912,0.116618076,0.047579828,442,4041,7,106,0.512820513,0.146160912,0.555434387,0.305039788,1725,12164,28,258,1
0.140413,0.113616,0,0,0.000932836,0,0,0,0,0.040666336,0.025641026,0.001566975,0.015306122,0.003167765,241,434,7,22,0.538461538,0.116874696,0.195821186,0.039787126,1285,6807,35,234,1
0,0.22596,0,0,0.000247158,0,0,0.166666667,0,0.185230634,0.512820513,0.146160912,0.116618076,0.047579828,442,4041,7,106,0.564102564,0.149510996,0.734329446,0.283641662,1666,10993,24,320,1
0,0.112375,1,0,1,0,0,0.1,0,0.129249424,0.025641026,0.001566975,0.015306122,0.003167765,241,434,7,22,0.102564103,0.004917058,0.63313897,0.218322352,1363,5826,17,176,1
0,0.0324578,0,0,0.015873016,0,0,0.025,0,0.039219065,0.189189189,0.003025882,0.002793975,0.000190066,24,141,3,13,0.459459459,0.071000162,0.802964043,0.425620882,2409,11889,45,413,1
0,0.0111779,0,0,0.015873016,0,0,0.04,0,0.062654285,0.189189189,0.003025882,0.002793975,0.000190066,24,141,3,13,0.594594595,0.154536121,0.768100097,0.329510897,2283,12680,38,401,1
0.450222,0.0853774,0,0,0.003206413,0,0,0.15,0,0.210030215,0.027027027,0.001026639,0.002065112,0.001520527,23,30,2,3,0.783783784,0.267844599,0.769193392,0.343258996,2710,15985,48,505,1
0,0,0,0,0.001278772,0,0,0.055555556,0,0.085163673,0.063829787,0.000378235,0.002308066,0.000823619,764,5380,8,93,0.063829787,0.000432269,0.707379135,0.216854372,1253,9254,15,147,1
0.362063,0.187181,0,0,0.015503876,0,0,0.05,0,0.061786551,0.021276596,0.000432269,0.00085034,0.000190066,78,119,0,2,0.212765957,0.01242773,0.703231293,0.24784592,1335,7711,17,228,1
0.0465577,0.209592,1,0,1,0,0,0.133333333,0,0.186855606,0.319148936,0.007240504,0.019557823,0.000443487,383,1079,20,80,0.936170213,0.122548225,0.316690962,0.054675621,1015,7615,45,314,1
0,0.0377011,0,0,0,0,0,0,0,0.000197525,0,0,0.00255102,0.000316776,132,1794,0,26,0,0.000162101,0.611777535,0.266643475,1353,8579,22,148,1
1,0.775734,1,0,1,0,0,0.333333333,0,0.350660928,0.021276596,0.000162101,0.000242954,0.000126711,11,14,1,1,0.872340426,0.118819906,0.690111759,0.248606183,1663,10382,29,329,1
0,0.0119738,0,0,0,0,0,0.041666667,0,0.062286276,0,0,0.001457726,0,62,102,2,7,0.666666667,0.119684444,0.774295432,0.295425748,2003,13180,42,438,1
0.869855,0.268051,1,0,1,0,0,0.081632653,0,0.107839182,0.104166667,0.000324202,0.006802721,0.002027369,66,94,5,5,0.666666667,0.129248393,0.773323615,0.317536746,2831,15363,75,562,1
0.110413,0.045396,0,0,0,0,0,0.066666667,0,0.090104832,0,0,0.001336249,0,84,114,4,4,0.708333333,0.133571081,0.696550049,0.255131779,2297,14258,46,451,1
0,0,0,0,0.008008542,0,0,0.05,0,0.073062915,0.0625,0.001404874,0.025145773,0.002977699,378,1288,2,13,0.791666667,0.162533096,0.806243926,0.342815509,3123,17888,58,552,1
0,0.21081,0,0,0.00660793,0,0,0.03125,0,0.044634293,0,0.000702437,0.087463557,0.000950329,575,771,0,1,0.395833333,0.150699735,0.781098154,0.289787126,2385,12177,25,335,1
0,0.0404504,0,0,0,0,0,0,0,0.003545621,0,0,0.000121477,0,3,3,0,0,0.770833333,0.295347706,0.381073858,0.115813482,1604,11472,39,365,1
0,0.184665,0,0,0.006232295,0,0,0,0,0.006403208,0.076923077,0.003350084,0.629008746,0.215154587,1122,5392,10,154,0.076923077,0.004376722,0.680515063,0.241573746,1447,8361,14,222,1
