0,0.464129,0,0,0.069865033,0,0,0.166666667,0,0.208482195,0.571428571,0.047579828,0.4322681,0.146160912,442,4041,7,106,0.857142857,0.263051191,0.579892534,0.203544605,1872,10977,31,326,1
0,0.0182203,0,0,0.014093329,0,0,0.071428571,0,0.096542981,1,0.006145464,0.232939633,0.055960265,389,1692,58,140,1,0.040927522,0.438484252,0.163055818,1218,4452,87,249,1
0,0.0308676,0,0,0.011390416,0,0,0.133333333,0,0.172599419,0,0.002090725,0.130797511,0.026638569,299,1029,9,37,0.666666667,0.251013685,0.626131222,0.167071919,2174,12131,49,393,1
0,0,1,0,1,0,0,0.125,0,0.161713283,1,0.031994425,0.001131222,0.000162101,227,698,7,28,1,0.079574252,0.432409502,0.146323013,669,4739,14,134,1
0,0,1,0,1,0,0,0.125,0,0.162410064,1,0.031994425,0.001131222,0.000162101,227,698,7,28,1,0.079574252,0.432409502,0.146323013,669,4739,14,134,1
0.129348,0,0,0,0.00553761,0,0,0.166666667,0,0.207393957,0.034482759,0.000126711,0.014423077,0.006484033,136,487,5,21,0.379310345,0.010073492,0.811023622,0.247965941,1948,8430,106,375,1
0,0.0179052,0,0,0.012820513,0,0,0.071428571,0,0.103416316,0.034482759,0,0.019192913,0.000614948,88,125,6,7,0.896551724,0.242207299,0.529855643,0.235572375,2305,11460,83,429,1
0,0.0690911,0,0,0.004849661,0,0,0.1,0,0.137300943,0,0.000823619,0.002545249,0.000216134,301,2584,4,43,0.551724138,0.121642169,0.820277149,0.325444426,2289,17321,61,521,1
0,0.02126,0,0,0.00128123,0,0,0.039215686,0,0.065597141,0.428571429,0.020907248,0.002403846,0,102,1560,7,60,0.628571429,0.055055753,0.510180995,0.115523856,933,9120,29,277,1
0.249434,0.168148,1,0,1,0,0,0.055555556,0,0.073328871,0.2,0.006145464,0.232939633,0.055960265,389,1692,58,140,0.228571429,0.008109478,0.765255906,0.294087039,2295,10439,113,373,1
0.028937,0.273373,0,0,0.000647249,0,0,0.023809524,0,0.0455944,0,0.000316776,0.215780543,0.054033609,308,1544,14,66,0.6,0.081538267,0.832013575,0.316690982,1569,13192,47,385,1
0,0.339714,0,0,0.000401445,0,0,0.222222222,0,0.266589833,0,0,0.000848416,0.000108067,3,8,1,1,0.923076923,0.248479473,0.522058824,0.118765872,1655,10376,29,329,1
0.181552,0.558101,1,0,1,0,0,0.125,0,0.181982713,0.068965517,0,0.000282805,5.40E-05,364,1452,19,57,0.172413793,0.008109478,0.812828084,0.38666036,2659,11891,132,430,1
0.259316,0.064566,1,0,1,0,0,0.125,0,0.160617591,0.034482759,6.34E-05,0.000424208,0,7,8,1,1,0.551724138,0.080968069,0.741515837,0.261468633,979,9025,26,281,1
0,0.0368189,0,0,0.006993007,0,0,0.044117647,0,0.059113473,0.068965517,0.000190066,0.015271493,0.003025882,24,141,3,13,0.551724138,0.08109478,0.743778281,0.264494516,996,9207,28,301,1
0,0.0368189,0,0,0.006993007,0,0,0.039215686,0,0.053613729,0.068965517,0.000190066,0.015271493,0.003025882,24,141,3,13,0.551724138,0.087747086,0.779553167,0.289512077,1597,10888,59,415,1
0.0351555,0.220843,0,0,0.170767613,0,0,0.022222222,0,0.040306308,0.068965517,0.001013685,0.001979638,0.000864538,938,3875,36,128,0.172413793,0.008172833,0.924212598,0.429044465,2290,11446,128,459,1
0.537681,0.456583,0,0,0.000602168,0,0,0.25,0,0.267329821,0.034482759,0,0.000424208,0,7,9,0,1,0.448275862,0.033324886,0.509473982,0.115307721,537,4985,18,175,1
0.354801,0.153299,0,0,0.000247463,0,0,0.066666667,0,0.106269473,0,0,0.000141403,0,1,1,1,1,0.620689655,0.083312215,0.840497738,0.342140812,1580,11591,49,384,1
0.233524,0.0836374,0,0,0.017464198,0,0,0.111111111,0,0.148161913,0.068965517,0.003167765,0.008625566,0.001566975,241,434,7,22,0.862068966,0.386340598,0.766544118,0.292754093,3407,18553,63,618,1
0,0.087668,1,0,1,0,0,0.066666667,0,0.100043992,0.344827586,0.045679169,0.012726244,0.001999244,593,1546,11,68,0.724137931,0.132349214,0.749575792,0.278651321,1771,11174,41,379,1
0.415825,0.105882,0,0,0.017464198,0,0,0.04040404,0,0.063858666,0.068965517,0.003167765,0.008625566,0.001566975,241,434,7,22,0.862068966,0.386340598,0.766544118,0.292754093,3407,18553,63,618,1
