0,0.0691172,0,0,0.117720336,0,0,0.037037037,0,0.066853133,0.384615385,0.145033113,0.000242336,0,477,2306,2,52,0.692307692,0.237133396,0.521950725,0.151177422,1956,14765,23,203,1
0.6865,0.171676,0,0,0,0,0,0,0,0.000251998,0,0,0.000707014,0,14,24,0,1,0,0,0.722802393,0.25008988,1548,7203,1,52,1
0,0.00849356,0,0,0.005108557,0,0,0,0,0.00188007,0.051282051,0,0.153911565,0.045679169,593,1546,11,68,0.076923077,0,0.746598639,0.317473391,2233,10584,30,311,1
0.0351555,0.220843,0,0,0.170767613,0,0,0.022222222,0,0.040306308,0.564102564,0.055960265,0.032798834,0.006145464,389,1692,58,140,0.615384615,0.056007569,0.808916424,0.33983781,3177,19851,123,758,1
0.262181,0.244623,0,0,0.170767613,0,0,0.1,0,0.1238317,0.564102564,0.055960265,0.032798834,0.006145464,389,1692,58,140,0.58974359,0.055960265,0.293610301,0.076089711,985,7396,74,309,1
0,0.0871799,1,0,1,0,0,0.071428571,0,0.091010894,0.564102564,0.055960265,0.032798834,0.006145464,389,1692,58,140,0.58974359,0.056007569,0.755830904,0.291561075,2293,13866,97,546,1
0,0.0577528,0,0,0.192263936,0,0,0.035714286,0,0.059273863,0.564102564,0.055960265,0.032798834,0.006145464,389,1692,58,140,0.58974359,0.056007569,0.755830904,0.291561075,2293,13866,97,546,1
0,0.147458,0,0,0.00472534,0,0,0.166666667,0,0.192986558,0.564102564,0.055960265,0.032798834,0.006145464,389,1692,58,140,0.564102564,0.055960265,0.145165209,0.053725291,831,5733,65,246,1
0.0795578,0.209355,0,0,0.200585982,0,0,0.057142857,0,0.107781837,0.564102564,0.092573321,0.001457726,0,364,1452,19,57,0.948717949,0.238599811,0.670432459,0.244931576,3035,13332,76,416,1
0,0.0134784,0,0,0.019777059,0,0,0,0,0.005422248,0,0,0.135568513,0.026039027,182,1144,4,42,0.171428571,4.73E-05,0.735058309,0.274835276,1834,11633,32,374,1
0.383742,0.481202,0,0,0.032201661,0,0,0.166666667,0,0.215774496,0.044444444,0,0.629008746,0.215154587,1122,5392,10,154,0.822222222,0.055960265,0.635568513,0.221300051,1511,7084,68,294,1
0,0.0235966,0,0,0.003682443,0,0,0.020833333,0,0.033227392,0.044444444,0,0.629008746,0.215154587,1122,5392,10,154,0.822222222,0.056007569,0.83260447,0.404586923,3558,21085,120,758,1
0,0.0965706,0,0,0.192263936,0,0,0.037037037,0,0.070091049,0.822222222,0.055960265,0.032798834,0.006145464,389,1692,58,140,0.822222222,0.055960265,0.67893586,0.266979219,2104,8630,79,362,1
0,0.0638553,0,0,0.001174398,0,0,0.25,0,0.263288279,0,0,0.000364431,0.000253421,5,13,0,1,0.822222222,0.055960265,0.68537415,0.247592499,1698,8241,72,337,1
0,0.0123751,0,0,0.001094571,0,0,0.083333333,0,0.127716486,0.088888889,0,0.082482993,0.031994425,227,698,7,28,0.888888889,0.201986755,0.66994655,0.266725798,2788,12147,118,475,1
0,0.0355617,0,0,0.001027221,0,0,0,0,0.018689432,0.088888889,0,0.082482993,0.031994425,227,698,7,28,0.822222222,0.055960265,0.661929057,0.253294475,4150,21551,104,445,1
0.454984,0.307741,0,0,0.001158749,0,0,0,0,0.001329704,0,0.001040681,0.000141403,0,24,36,0,0,0,0.001087985,0.817873303,0.327065435,1648,12228,40,371,1
0,0.0465477,1,0,1,0,0,0.037037037,0,0.071311037,0.58974359,0.092100284,0.004980564,0.000950329,968,4872,19,105,0.948717949,0.238126774,0.845077563,0.400862844,4235,24870,65,369,1
0,0.147767,0,0,0.001066477,0,0,0.022727273,0,0.026558965,0,0,0.00085034,0.001393817,186,1639,1,17,0.41025641,0.017029328,0.933590186,0.440724429,3633,19934,28,222,1
0.0863601,0.141154,0,0,0.000775194,0,0,0,0,0.000385722,0,0,0.001336249,0,84,114,4,4,0,0,0.900841529,0.395784649,2594,12586,8,112,1
0.0955183,0.0102998,0,0,0.117720336,0,0,0.083333333,0,0.095076251,0.58974359,0.092100284,0.004980564,0.000950329,968,4872,19,105,0.58974359,0.092100284,0.98327081,0.586239439,4766,27379,27,267,1
0,0.254349,0,0,0.023931624,0,0,0.04,0,0.060146196,0.58974359,0.092100284,0.004980564,0.000950329,968,4872,19,105,0.58974359,0.092100284,0.931765183,0.406120798,3604,21370,23,235,1
0.0696113,0.135137,0,0,0,0,0,0,0,0.000783427,0,0,0.000101389,0,1,1,0,0,0,0,0.900537362,0.397896818,2570,12590,4,109,1
0.118822,0.107755,0,0,0.000885936,0,0,0.066666667,0,0.120214109,0,0,0.000364431,0.000126711,254,1343,0,9,0.717948718,0.191769158,0.601235914,0.288168022,2169,13713,32,229,1
0,0.0131662,0,0,0.016469377,0,0,0.083333333,0,0.165115873,0.846153846,0.14602649,0.007531584,0.001013685,938,3875,36,128,0.948717949,0.238126774,0.383739246,0.169848241,1906,8747,55,233,1
0.415988,0.518278,0,0,0.000929152,0,0,0.125,0,0.184187766,0,0.000189215,0.015306122,0.003167765,241,434,7,22,0.58974359,0.092289499,0.390524658,0.175762056,1209,5306,26,127,1
0.623607,0.287962,0,0,0.169072441,0,0,0.083333333,0,0.122979647,0.58974359,0.092100284,0.004980564,0.000950329,968,4872,19,105,0.58974359,0.092289499,0.391372834,0.176240379,1219,5326,26,127,1
0,0.242698,1,0,1,0,0,0.2,0,0.324730923,0.846153846,0.14602649,0.007531584,0.001013685,938,3875,36,128,0.948717949,0.238126774,0.383739246,0.169848241,1906,8747,55,233,1
0.260264,0.0454965,1,0,1,0,0,0.08,0,0.156718954,0.846153846,0.14602649,0.007531584,0.001013685,938,3875,36,128,0.948717949,0.238126774,0.886223192,0.422098535,3055,17834,66,369,1
0,0,1,0,1,0,0,0.133333333,0,0.225840684,0.58974359,0.099668874,0.009110787,0.000950329,363,3176,9,88,0.717948718,0.191769158,0.885253847,0.420967952,2480,17135,39,329,1
0.543726,0.0430401,1,0,1,0,0,0.0625,0,0.119334186,0.58974359,0.092100284,0.004980564,0.000950329,968,4872,19,105,0.666666667,0.109082308,0.81388586,0.359829543,2166,12825,42,268,1
